Unnamed: 0,CITY,COUNTY,LAT,LONG,NAME_OTHER,FACILITY_TYPE,DESCRIPTION,FAC_STATUS,drcm_Longitude,drcm_Latitude,drc_Longitude,drc_Latitude,prisch_Longitude,prisch_Latitude,LONGLAT,pubsch_Longitude,pubsch_Latitude,emf_Longitude,emf_Latitude,eoc_Longitude,eoc_Latitude,ra_Longitude,ra_Latitude
3115,PANAMA CITY BEACH,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.80767140,30.20272450",-85.8076714,30.2027245,,,,,,
3116,YOUNGSTOWN,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.44078377,30.36619817",-85.44078377,30.36619817,,,,,,
3117,LYNN HAVEN,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.65585123,30.22849619",-85.65585123,30.22849619,,,,,,
3118,LYNN HAVEN,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.65132439,30.24470066",-85.65132439,30.24470066,,,,,,
3119,STARKE,BRADFORD,,,,PUBLIC SCHOOL,,,,,,,,,"-82.11257823,29.95156680",-82.11257823,29.9515668,,,,,,
3121,STARKE,BRADFORD,,,,PUBLIC SCHOOL,,,,,,,,,"-82.11663543,29.95132933",-82.11663543,29.95132933,,,,,,
3122,STARKE,BRADFORD,,,,PUBLIC SCHOOL,,,,,,,,,"-82.10345937,29.93580343",-82.10345937,29.93580343,,,,,,
3123,STARKE,BRADFORD,,,,PUBLIC SCHOOL,,,,,,,,,"-82.11729602,29.95233899",-82.11729602,29.95233899,,,,,,
3125,STARKE,BRADFORD,,,,PUBLIC SCHOOL,,,,,,,,,"-82.12260431,29.95197670",-82.12260431,29.9519767,,,,,,
3126,STARKE,BRADFORD,,,,PUBLIC SCHOOL,,,,,,,,,"-82.11031343,29.94944613",-82.11031343,29.94944613,,,,,,
3127,LAWTEY,BRADFORD,,,,PUBLIC SCHOOL,,,,,,,,,"-82.07202541,30.04622147",-82.07202541,30.04622147,,,,,,
3128,BROOKER,BRADFORD,,,,PUBLIC SCHOOL,,,,,,,,,"-82.32925164,29.88948964",-82.32925164,29.88948964,,,,,,
3129,HAMPTON,BRADFORD,,,,PUBLIC SCHOOL,,,,,,,,,"-82.12852135,29.86930067",-82.12852135,29.86930067,,,,,,
3130,CAPE CANAVERAL,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.59929998,28.39260002",-80.59929998,28.39260002,,,,,,
3131,ROCKLEDGE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.73277513,28.33130257",-80.73277513,28.33130257,,,,,,
3132,ROCKLEDGE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.73284767,28.32683584",-80.73284767,28.32683584,,,,,,
3133,ROCKLEDGE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.74183266,28.32520464",-80.74183266,28.32520464,,,,,,
3134,ROCKLEDGE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.74459860,28.26311608",-80.7445986,28.26311608,,,,,,
3135,ROCKLEDGE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.72020000,28.32190001",-80.7202,28.32190001,,,,,,
3136,ROCKLEDGE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.72354022,28.34010741",-80.72354022,28.34010741,,,,,,
3137,ROCKLEDGE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.71470001,28.27330002",-80.71470001,28.27330002,,,,,,
3138,ROCKLEDGE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.74159999,28.33760000",-80.74159999,28.3376,,,,,,
3139,ROCKLEDGE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.73761829,28.32896066",-80.73761829,28.32896066,,,,,,
3140,ROCKLEDGE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.73800000,28.34840001",-80.738,28.34840001,,,,,,
3141,ROCKLEDGE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.74412693,28.30921795",-80.74412693,28.30921795,,,,,,
3142,TITUSVILLE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.85037960,28.62521284",-80.8503796,28.62521284,,,,,,
3143,TITUSVILLE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.84355618,28.58069906",-80.84355618,28.58069906,,,,,,
3144,TITUSVILLE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.81540000,28.53280000",-80.8154,28.5328,,,,,,
3145,TITUSVILLE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.80564829,28.59231504",-80.80564829,28.59231504,,,,,,
3146,TITUSVILLE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.81359999,28.58029999",-80.81359999,28.58029999,,,,,,
3147,TITUSVILLE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.83618700,28.55077300",-80.836187,28.550773,,,,,,
3148,TITUSVILLE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.81880001,28.56949999",-80.81880001,28.56949999,,,,,,
3149,TITUSVILLE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.85120001,28.63630002",-80.85120001,28.63630002,,,,,,
3150,TITUSVILLE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.79158408,28.54581365",-80.79158408,28.54581365,,,,,,
3151,TITUSVILLE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.81230002,28.54210000",-80.81230002,28.5421,,,,,,
3152,TITUSVILLE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.81119999,28.56510001",-80.81119999,28.56510001,,,,,,
3153,TITUSVILLE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.82455862,28.60606204",-80.82455862,28.60606204,,,,,,
3155,TITUSVILLE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.84939998,28.63650000",-80.84939998,28.6365,,,,,,
3156,COCOA,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.79560000,28.48760000",-80.7956,28.4876,,,,,,
3157,COCOA,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.75009999,28.38290001",-80.75009999,28.38290001,,,,,,
3158,COCOA,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.77079999,28.37040001",-80.77079999,28.37040001,,,,,,
3159,COCOA,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.78094200,28.48033700",-80.780942,28.480337,,,,,,
3160,COCOA,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.78442114,28.41795382",-80.78442114,28.41795382,,,,,,
3161,COCOA,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.75598517,28.37585397",-80.75598517,28.37585397,,,,,,
3162,COCOA,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.73907234,28.35111271",-80.73907234,28.35111271,,,,,,
3163,COCOA,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.74787466,28.36845005",-80.74787466,28.36845005,,,,,,
3164,COCOA,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.76906371,28.38310111",-80.76906371,28.38310111,,,,,,
3165,COCOA,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.82739998,28.47670001",-80.82739998,28.47670001,,,,,,
3166,COCOA,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.80020002,28.46630000",-80.80020002,28.4663,,,,,,
3167,COCOA,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.78434082,28.44927946",-80.78434082,28.44927946,,,,,,
3168,COCOA,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.76010002,28.43840001",-80.76010002,28.43840001,,,,,,
3171,COCOA,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.82544944,28.47976907",-80.82544944,28.47976907,,,,,,
3172,PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.63233609,27.94961498",-80.63233609,27.94961498,,,,,,
3173,PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.71909998,28.02910000",-80.71909998,28.0291,,,,,,
3174,PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.61102443,28.03390450",-80.61102443,28.0339045,,,,,,
3175,PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.69800002,27.98720002",-80.69800002,27.98720002,,,,,,
3176,PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.66060000,27.98850001",-80.6606,27.98850001,,,,,,
3177,PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.62319999,27.96920001",-80.62319999,27.96920001,,,,,,
3178,PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.62559876,27.90893705",-80.62559876,27.90893705,,,,,,
3179,PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.61430001,28.03449998",-80.61430001,28.03449998,,,,,,
3181,PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.74370948,28.00230463",-80.74370948,28.00230463,,,,,,
3182,PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.67471118,27.94379701",-80.67471118,27.94379701,,,,,,
3183,PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.63843876,27.96767585",-80.63843876,27.96767585,,,,,,
3184,PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.64364475,28.02936683",-80.64364475,28.02936683,,,,,,
3185,PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.65879999,28.02560001",-80.65879999,28.02560001,,,,,,
3186,PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.65786481,27.95395158",-80.65786481,27.95395158,,,,,,
3187,PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.66050000,27.99039999",-80.6605,27.99039999,,,,,,
3188,PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.61610000,28.03416258",-80.6161,28.03416258,,,,,,
3189,PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.67516597,27.95104839",-80.67516597,27.95104839,,,,,,
3190,PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.61979999,28.00390002",-80.61979999,28.00390002,,,,,,
3191,PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.62296887,27.99772507",-80.62296887,27.99772507,,,,,,
3192,PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.59109999,28.02860000",-80.59109999,28.0286,,,,,,
3193,PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.67429999,28.00930000",-80.67429999,28.0093,,,,,,
3194,SATELLITE BEACH,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.60242641,28.18617278",-80.60242641,28.18617278,,,,,,
3195,SATELLITE BEACH,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.59242877,28.14969983",-80.59242877,28.14969983,,,,,,
3196,SATELLITE BEACH,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.59695574,28.18391243",-80.59695574,28.18391243,,,,,,
3197,SATELLITE BEACH,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.60231582,28.17166940",-80.60231582,28.1716694,,,,,,
3198,SATELLITE BEACH,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.60420001,28.20289999",-80.60420001,28.20289999,,,,,,
3199,SATELLITE BEACH,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.59672745,28.18571994",-80.59672745,28.18571994,,,,,,
3200,MERRITT ISLAND,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.70280002,28.36169999",-80.70280002,28.36169999,,,,,,
3201,MERRITT ISLAND,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.67089998,28.39860001",-80.67089998,28.39860001,,,,,,
3202,MERRITT ISLAND,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.69489998,28.34160002",-80.69489998,28.34160002,,,,,,
3203,MERRITT ISLAND,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.68680001,28.33479999",-80.68680001,28.33479999,,,,,,
3204,MERRITT ISLAND,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.69930000,28.39439998",-80.6993,28.39439998,,,,,,
3205,MERRITT ISLAND,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.69959045,28.37705922",-80.69959045,28.37705922,,,,,,
3206,MERRITT ISLAND,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.69650000,28.36180001",-80.6965,28.36180001,,,,,,
3207,MERRITT ISLAND,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.66940000,28.37790000",-80.6694,28.3779,,,,,,
3208,COCOA BEACH,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.63058076,28.31772893",-80.63058076,28.31772893,,,,,,
3209,COCOA BEACH,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.62303951,28.36010552",-80.62303951,28.36010552,,,,,,
3210,COCOA BEACH,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.62726570,28.31756882",-80.6272657,28.31756882,,,,,,
3211,COCOA BEACH,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.61279998,28.31059998",-80.61279998,28.31059998,,,,,,
3212,MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.73671313,28.24865322",-80.73671313,28.24865322,,,,,,
3213,MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.60360000,28.06289999",-80.6036,28.06289999,,,,,,
3215,MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.64159998,28.12110000",-80.64159998,28.1211,,,,,,
3216,MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.66405579,28.11711534",-80.66405579,28.11711534,,,,,,
3217,MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.62959999,28.06370001",-80.62959999,28.06370001,,,,,,
3218,MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.61801136,28.04873360",-80.61801136,28.0487336,,,,,,
3219,MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.62361096,28.08725761",-80.62361096,28.08725761,,,,,,
3220,MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.67085604,28.14263250",-80.67085604,28.1426325,,,,,,
3221,MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.66363798,28.06214525",-80.66363798,28.06214525,,,,,,
3222,MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.67024815,28.07386260",-80.67024815,28.0738626,,,,,,
3223,MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.66430005,28.17088890",-80.66430005,28.1708889,,,,,,
3224,MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.65399999,28.14250000",-80.65399999,28.1425,,,,,,
3225,MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.65419999,28.12990001",-80.65419999,28.12990001,,,,,,
3226,MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.61994064,28.09023338",-80.61994064,28.09023338,,,,,,
3227,MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.66901010,28.06201809",-80.6690101,28.06201809,,,,,,
3228,MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.67369999,28.17850002",-80.67369999,28.17850002,,,,,,
3229,MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.71370001,28.23169999",-80.71370001,28.23169999,,,,,,
3230,MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.64760738,28.13046757",-80.64760738,28.13046757,,,,,,
3231,MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.64542972,28.14116808",-80.64542972,28.14116808,,,,,,
3234,MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.67214486,28.08596499",-80.67214486,28.08596499,,,,,,
3235,MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.71239999,28.12129999",-80.71239999,28.12129999,,,,,,
3236,MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.72391353,28.22136343",-80.72391353,28.22136343,,,,,,
3237,MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.67099998,28.13060001",-80.67099998,28.13060001,,,,,,
3238,MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.62681232,28.10780030",-80.62681232,28.1078003,,,,,,
3239,MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.67950000,28.21430002",-80.6795,28.21430002,,,,,,
3240,MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.73591380,28.25234965",-80.7359138,28.25234965,,,,,,
3241,MIMS,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.84695618,28.66816861",-80.84695618,28.66816861,,,,,,
3242,MIMS,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.85800001,28.70209999",-80.85800001,28.70209999,,,,,,
3243,MELBOURNE BEACH,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.55529998,28.05430000",-80.55529998,28.0543,,,,,,
3244,SCOTTSMOOR,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.86921507,28.77064042",-80.86921507,28.77064042,,,,,,
3245,VIERA,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.74514223,28.25783895",-80.74514223,28.25783895,,,,,,
3246,INDIALANTIC,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.57459998,28.10190000",-80.57459998,28.1019,,,,,,
3247,INDIALANTIC,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.57342843,28.10047515",-80.57342843,28.10047515,,,,,,
3248,WEST MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.66737877,28.06186407",-80.66737877,28.06186407,,,,,,
3249,WEST MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.65137850,28.04172974",-80.6513785,28.04172974,,,,,,
3250,PLANTATION,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.24150937,26.14639995",-80.24150937,26.14639995,,,,,,
3251,PLANTATION,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.20210669,26.11390454",-80.20210669,26.11390454,,,,,,
3252,PLANTATION,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.25620376,26.10453627",-80.25620376,26.10453627,,,,,,
3253,DANIA,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.15072416,26.05625775",-80.15072416,26.05625775,,,,,,
3254,DANIA,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.14221621,26.04671215",-80.14221621,26.04671215,,,,,,
3255,DANIA,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.13782881,26.03634909",-80.13782881,26.03634909,,,,,,
3256,HALLANDALE,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.15414504,25.99135587",-80.15414504,25.99135587,,,,,,
3257,HALLANDALE,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.16184045,25.99370763",-80.16184045,25.99370763,,,,,,
3258,HALLANDALE,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.15295296,25.98383271",-80.15295296,25.98383271,,,,,,
3260,HALLANDALE,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.16443724,25.99274477",-80.16443724,25.99274477,,,,,,
3261,HALLANDALE,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.16157444,25.97733887",-80.16157444,25.97733887,,,,,,
3262,HALLANDALE,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.16261672,25.98056615",-80.16261672,25.98056615,,,,,,
3264,COOPER CITY,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.27938892,26.03398343",-80.27938892,26.03398343,,,,,,
3265,COOPER CITY,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.31462516,26.03956593",-80.31462516,26.03956593,,,,,,
3266,MIRAMAR,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.36812805,25.97022326",-80.36812805,25.97022326,,,,,,
3267,MIRAMAR,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.24020090,25.98532676",-80.2402009,25.98532676,,,,,,
3268,MIRAMAR,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.34477350,25.96223357",-80.3447735,25.96223357,,,,,,
3269,MIRAMAR,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.32891888,25.98611593",-80.32891888,25.98611593,,,,,,
3270,MIRAMAR,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.24902064,25.97976631",-80.24902064,25.97976631,,,,,,
3271,FT LAUDERDALE,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.17919073,26.10600807",-80.17919073,26.10600807,,,,,,
3272,FT LAUDERDALE,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.19925608,26.04755553",-80.19925608,26.04755553,,,,,,
3273,FT LAUDERDALE,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.17183728,26.18704260",-80.17183728,26.1870426,,,,,,
3274,NORTH LAUDERDALE,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.20670735,26.20486462",-80.20670735,26.20486462,,,,,,
3275,LAUDERHILL,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.19585925,26.14456858",-80.19585925,26.14456858,,,,,,
3277,CORAL SPRINGS,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.20735975,26.27235745",-80.20735975,26.27235745,,,,,,
3278,CORAL SPRINGS,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.26797516,26.23221374",-80.26797516,26.23221374,,,,,,
3279,DEERFIELD BEACH,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.16070711,26.31621342",-80.16070711,26.31621342,,,,,,
3280,DEERFIELD BEACH,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.09471721,26.32000802",-80.09471721,26.32000802,,,,,,
3281,DEERFIELD BEACH,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.10670963,26.30959180",-80.10670963,26.3095918,,,,,,
3282,DEERFIELD BEACH,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.09786174,26.30990236",-80.09786174,26.30990236,,,,,,
3283,WILTON MANORS,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.14823989,26.16316086",-80.14823989,26.16316086,,,,,,
3285,LAUDERDALE LAKES,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.20151882,26.18444270",-80.20151882,26.1844427,,,,,,
3286,DAVIE,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.24820344,26.04061565",-80.24820344,26.04061565,,,,,,
3287,DAVIE,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.24684827,26.07949551",-80.24684827,26.07949551,,,,,,
3288,ALTHA,CALHOUN,,,,PUBLIC SCHOOL,,,,,,,,,"-85.18183594,30.44961658",-85.18183594,30.44961658,,,,,,
3289,ALTHA,CALHOUN,,,,PUBLIC SCHOOL,,,,,,,,,"-85.12661659,30.57298565",-85.12661659,30.57298565,,,,,,
3290,PORT CHARLOTTE,CHARLOTTE,,,,PUBLIC SCHOOL,,,,,,,,,"-82.08706804,27.00353845",-82.08706804,27.00353845,,,,,,
3291,PORT CHARLOTTE,CHARLOTTE,,,,PUBLIC SCHOOL,,,,,,,,,"-82.12506732,26.98596874",-82.12506732,26.98596874,,,,,,
3292,PORT CHARLOTTE,CHARLOTTE,,,,PUBLIC SCHOOL,,,,,,,,,"-82.07703649,26.96903731",-82.07703649,26.96903731,,,,,,
3293,PORT CHARLOTTE,CHARLOTTE,,,,PUBLIC SCHOOL,,,,,,,,,"-82.23523152,26.94122255",-82.23523152,26.94122255,,,,,,
3294,PORT CHARLOTTE,CHARLOTTE,,,,PUBLIC SCHOOL,,,,,,,,,"-82.06505885,27.01134612",-82.06505885,27.01134612,,,,,,
3295,PORT CHARLOTTE,CHARLOTTE,,,,PUBLIC SCHOOL,,,,,,,,,"-82.15071182,27.00492858",-82.15071182,27.00492858,,,,,,
3296,PORT CHARLOTTE,CHARLOTTE,,,,PUBLIC SCHOOL,,,,,,,,,"-82.07500088,26.96939127",-82.07500088,26.96939127,,,,,,
3297,PORT CHARLOTTE,CHARLOTTE,,,,PUBLIC SCHOOL,,,,,,,,,"-82.16236325,27.00269470",-82.16236325,27.0026947,,,,,,
3298,PORT CHARLOTTE,CHARLOTTE,,,,PUBLIC SCHOOL,,,,,,,,,"-82.14524446,27.00633973",-82.14524446,27.00633973,,,,,,
3299,PORT CHARLOTTE,CHARLOTTE,,,,PUBLIC SCHOOL,,,,,,,,,"-82.11210534,27.02198256",-82.11210534,27.02198256,,,,,,
3300,PORT CHARLOTTE,CHARLOTTE,,,,PUBLIC SCHOOL,,,,,,,,,"-82.07631363,27.00037219",-82.07631363,27.00037219,,,,,,
3301,PORT CHARLOTTE,CHARLOTTE,,,,PUBLIC SCHOOL,,,,,,,,,"-82.14623868,27.00552530",-82.14623868,27.0055253,,,,,,
3302,ENGLEWOOD,CHARLOTTE,,,,PUBLIC SCHOOL,,,,,,,,,"-82.28409815,26.91421836",-82.28409815,26.91421836,,,,,,
3303,ENGLEWOOD,CHARLOTTE,,,,PUBLIC SCHOOL,,,,,,,,,"-82.28698357,26.91355592",-82.28698357,26.91355592,,,,,,
3304,ENGLEWOOD,CHARLOTTE,,,,PUBLIC SCHOOL,,,,,,,,,"-82.33162279,26.92674388",-82.33162279,26.92674388,,,,,,
3305,CRYSTAL RIVER,CITRUS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.57973460,28.90592252",-82.5797346,28.90592252,,,,,,
3306,CRYSTAL RIVER,CITRUS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.64607257,28.90274994",-82.64607257,28.90274994,,,,,,
3307,CRYSTAL RIVER,CITRUS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.57800649,28.90027720",-82.57800649,28.9002772,,,,,,
3308,CRYSTAL RIVER,CITRUS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.58829050,28.90104598",-82.5882905,28.90104598,,,,,,
3309,INVERNESS,CITRUS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.33728500,28.83421658",-82.337285,28.83421658,,,,,,
3310,INVERNESS,CITRUS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.34151003,28.84627381",-82.34151003,28.84627381,,,,,,
3311,INVERNESS,CITRUS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.34305923,28.83555431",-82.34305923,28.83555431,,,,,,
