CITY,COUNTY,LAT,LONG,NAME_OTHER,FACILITY_TYPE,DESCRIPTION,FAC_STATUS,drcm_Longitude,drcm_Latitude,drc_Longitude,drc_Latitude,prisch_Longitude,prisch_Latitude,LONGLAT,pubsch_Longitude,pubsch_Latitude,emf_Longitude,emf_Latitude,eoc_Longitude,eoc_Latitude,ra_Longitude,ra_Latitude
HIGH SPRINGS,ALACHUA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.58980682,29.83417868",-82.58980682,29.83417868,,,,,,
ARCHER,ALACHUA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.52256505,29.52024366",-82.52256505,29.52024366,,,,,,
NEWBERRY,ALACHUA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.61562354,29.64254345",-82.61562354,29.64254345,,,,,,
NEWBERRY,ALACHUA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.60532282,29.64099683",-82.60532282,29.64099683,,,,,,
NEWBERRY,ALACHUA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.61374548,29.63763974",-82.61374548,29.63763974,,,,,,
MICANOPY,ALACHUA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.28988664,29.50482333",-82.28988664,29.50482333,,,,,,
MICANOPY,ALACHUA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.28662652,29.50911231",-82.28662652,29.50911231,,,,,,
ALACHUA,ALACHUA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.49320787,29.80529759",-82.49320787,29.80529759,,,,,,
ALACHUA,ALACHUA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.49235478,29.79460819",-82.49235478,29.79460819,,,,,,
ALACHUA,ALACHUA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.46461900,29.81374929",-82.46461900,29.81374929,,,,,,
ALACHUA,ALACHUA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.49296611,29.77940250",-82.49296611,29.77940250,,,,,,
ALACHUA,ALACHUA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.52337908,29.80617396",-82.52337908,29.80617396,,,,,,
WALDO,ALACHUA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.16943532,29.79185590",-82.16943532,29.79185590,,,,,,
HAWTHORNE,ALACHUA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.09093815,29.59389998",-82.09093815,29.59389998,,,,,,
HAWTHORNE,ALACHUA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.09381100,29.58955700",-82.09381100,29.58955700,,,,,,
MACCLENNY,BAKER,,,,PUBLIC SCHOOL,,,,,,,,,"-82.12759562,30.27757116",-82.12759562,30.27757116,,,,,,
MACCLENNY,BAKER,,,,PUBLIC SCHOOL,,,,,,,,,"-82.11665096,30.27710741",-82.11665096,30.27710741,,,,,,
MACCLENNY,BAKER,,,,PUBLIC SCHOOL,,,,,,,,,"-82.11620476,30.27715066",-82.11620476,30.27715066,,,,,,
MACCLENNY,BAKER,,,,PUBLIC SCHOOL,,,,,,,,,"-82.11902509,30.27521619",-82.11902509,30.27521619,,,,,,
MACCLENNY,BAKER,,,,PUBLIC SCHOOL,,,,,,,,,"-82.13118078,30.29797467",-82.13118078,30.29797467,,,,,,
MACCLENNY,BAKER,,,,PUBLIC SCHOOL,,,,,,,,,"-82.12807192,30.27696454",-82.12807192,30.27696454,,,,,,
GLEN SAINT MARY,BAKER,,,,PUBLIC SCHOOL,,,,,,,,,"-82.15459886,30.28217508",-82.15459886,30.28217508,,,,,,
GLEN SAINT MARY,BAKER,,,,PUBLIC SCHOOL,,,,,,,,,"-82.15814123,30.28107891",-82.15814123,30.28107891,,,,,,
PANAMA CITY,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.76423854,30.16999494",-85.76423854,30.16999494,,,,,,
PANAMA CITY,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.65863889,30.17060537",-85.65863889,30.17060537,,,,,,
PANAMA CITY,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.62165138,30.17410977",-85.62165138,30.17410977,,,,,,
PANAMA CITY,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.64160002,30.28850001",-85.64160002,30.28850001,,,,,,
PANAMA CITY,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.65464340,30.16733735",-85.65464340,30.16733735,,,,,,
PANAMA CITY,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.70707485,30.18330423",-85.70707485,30.18330423,,,,,,
PANAMA CITY,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.61507415,30.16668835",-85.61507415,30.16668835,,,,,,
PANAMA CITY,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.64087594,30.16600510",-85.64087594,30.16600510,,,,,,
PANAMA CITY,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.62664662,30.21320042",-85.62664662,30.21320042,,,,,,
PANAMA CITY,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.64380000,30.21010000",-85.64380000,30.21010000,,,,,,
PANAMA CITY,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.62561099,30.14988854",-85.62561099,30.14988854,,,,,,
PANAMA CITY,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.67600423,30.17252814",-85.67600423,30.17252814,,,,,,
PANAMA CITY,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.67230160,30.19164962",-85.67230160,30.19164962,,,,,,
PANAMA CITY,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.60927037,30.08313269",-85.60927037,30.08313269,,,,,,
PANAMA CITY,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.61547836,30.15739262",-85.61547836,30.15739262,,,,,,
PANAMA CITY,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.66801154,30.16870809",-85.66801154,30.16870809,,,,,,
PANAMA CITY,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.67476240,30.16964831",-85.67476240,30.16964831,,,,,,
PANAMA CITY,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.56416447,30.24187111",-85.56416447,30.24187111,,,,,,
PANAMA CITY,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.62865817,30.20292250",-85.62865817,30.20292250,,,,,,
PANAMA CITY,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.65846128,30.16860792",-85.65846128,30.16860792,,,,,,
PANAMA CITY,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.72339487,30.18987693",-85.72339487,30.18987693,,,,,,
PANAMA CITY,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.67731989,30.18531084",-85.67731989,30.18531084,,,,,,
PANAMA CITY,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.64553704,30.14676522",-85.64553704,30.14676522,,,,,,
PANAMA CITY,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.68583265,30.39425316",-85.68583265,30.39425316,,,,,,
PANAMA CITY,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.69129998,30.17059126",-85.69129998,30.17059126,,,,,,
PANAMA CITY,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.70200001,30.17500001",-85.70200001,30.17500001,,,,,,
PANAMA CITY,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.60064245,30.13561945",-85.60064245,30.13561945,,,,,,
PANAMA CITY,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.69157543,30.17683444",-85.69157543,30.17683444,,,,,,
PANAMA CITY,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.64657146,30.20343576",-85.64657146,30.20343576,,,,,,
PANAMA CITY,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.63830043,30.16676006",-85.63830043,30.16676006,,,,,,
PANAMA CITY,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.64520141,30.20720144",-85.64520141,30.20720144,,,,,,
PANAMA CITY,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.56215632,30.24175637",-85.56215632,30.24175637,,,,,,
PANAMA CITY,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.59207315,30.25769105",-85.59207315,30.25769105,,,,,,
PANAMA CITY,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.66079998,30.15199998",-85.66079998,30.15199998,,,,,,
PANAMA CITY,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.61557859,30.15915534",-85.61557859,30.15915534,,,,,,
PANAMA CITY,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.56884970,30.15381906",-85.56884970,30.15381906,,,,,,
PANAMA CITY BEACH,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.81280300,30.20467351",-85.81280300,30.20467351,,,,,,
PANAMA CITY BEACH,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.85178045,30.20881576",-85.85178045,30.20881576,,,,,,
PANAMA CITY BEACH,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.83696274,30.19937834",-85.83696274,30.19937834,,,,,,
PANAMA CITY BEACH,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.80767140,30.20272450",-85.80767140,30.20272450,,,,,,
YOUNGSTOWN,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.44078377,30.36619817",-85.44078377,30.36619817,,,,,,
LYNN HAVEN,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.65585123,30.22849619",-85.65585123,30.22849619,,,,,,
LYNN HAVEN,BAY,,,,PUBLIC SCHOOL,,,,,,,,,"-85.65132439,30.24470066",-85.65132439,30.24470066,,,,,,
STARKE,BRADFORD,,,,PUBLIC SCHOOL,,,,,,,,,"-82.11257823,29.95156680",-82.11257823,29.95156680,,,,,,
STARKE,BRADFORD,,,,PUBLIC SCHOOL,,,,,,,,,"-82.11663543,29.95132933",-82.11663543,29.95132933,,,,,,
STARKE,BRADFORD,,,,PUBLIC SCHOOL,,,,,,,,,"-82.10345937,29.93580343",-82.10345937,29.93580343,,,,,,
STARKE,BRADFORD,,,,PUBLIC SCHOOL,,,,,,,,,"-82.11729602,29.95233899",-82.11729602,29.95233899,,,,,,
STARKE,BRADFORD,,,,PUBLIC SCHOOL,,,,,,,,,"-82.12260431,29.95197670",-82.12260431,29.95197670,,,,,,
STARKE,BRADFORD,,,,PUBLIC SCHOOL,,,,,,,,,"-82.11031343,29.94944613",-82.11031343,29.94944613,,,,,,
LAWTEY,BRADFORD,,,,PUBLIC SCHOOL,,,,,,,,,"-82.07202541,30.04622147",-82.07202541,30.04622147,,,,,,
BROOKER,BRADFORD,,,,PUBLIC SCHOOL,,,,,,,,,"-82.32925164,29.88948964",-82.32925164,29.88948964,,,,,,
HAMPTON,BRADFORD,,,,PUBLIC SCHOOL,,,,,,,,,"-82.12852135,29.86930067",-82.12852135,29.86930067,,,,,,
CAPE CANAVERAL,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.59929998,28.39260002",-80.59929998,28.39260002,,,,,,
ROCKLEDGE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.73277513,28.33130257",-80.73277513,28.33130257,,,,,,
ROCKLEDGE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.73284767,28.32683584",-80.73284767,28.32683584,,,,,,
ROCKLEDGE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.74183266,28.32520464",-80.74183266,28.32520464,,,,,,
ROCKLEDGE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.74459860,28.26311608",-80.74459860,28.26311608,,,,,,
ROCKLEDGE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.72020000,28.32190001",-80.72020000,28.32190001,,,,,,
ROCKLEDGE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.72354022,28.34010741",-80.72354022,28.34010741,,,,,,
ROCKLEDGE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.71470001,28.27330002",-80.71470001,28.27330002,,,,,,
ROCKLEDGE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.74159999,28.33760000",-80.74159999,28.33760000,,,,,,
ROCKLEDGE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.73761829,28.32896066",-80.73761829,28.32896066,,,,,,
ROCKLEDGE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.73800000,28.34840001",-80.73800000,28.34840001,,,,,,
ROCKLEDGE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.74412693,28.30921795",-80.74412693,28.30921795,,,,,,
TITUSVILLE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.85037960,28.62521284",-80.85037960,28.62521284,,,,,,
TITUSVILLE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.84355618,28.58069906",-80.84355618,28.58069906,,,,,,
TITUSVILLE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.81540000,28.53280000",-80.81540000,28.53280000,,,,,,
TITUSVILLE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.80564829,28.59231504",-80.80564829,28.59231504,,,,,,
TITUSVILLE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.81359999,28.58029999",-80.81359999,28.58029999,,,,,,
TITUSVILLE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.83618700,28.55077300",-80.83618700,28.55077300,,,,,,
TITUSVILLE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.81880001,28.56949999",-80.81880001,28.56949999,,,,,,
TITUSVILLE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.85120001,28.63630002",-80.85120001,28.63630002,,,,,,
TITUSVILLE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.79158408,28.54581365",-80.79158408,28.54581365,,,,,,
TITUSVILLE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.81230002,28.54210000",-80.81230002,28.54210000,,,,,,
TITUSVILLE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.81119999,28.56510001",-80.81119999,28.56510001,,,,,,
TITUSVILLE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.82455862,28.60606204",-80.82455862,28.60606204,,,,,,
TITUSVILLE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.84939998,28.63650000",-80.84939998,28.63650000,,,,,,
COCOA,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.79560000,28.48760000",-80.79560000,28.48760000,,,,,,
COCOA,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.75009999,28.38290001",-80.75009999,28.38290001,,,,,,
COCOA,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.77079999,28.37040001",-80.77079999,28.37040001,,,,,,
COCOA,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.78094200,28.48033700",-80.78094200,28.48033700,,,,,,
COCOA,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.78442114,28.41795382",-80.78442114,28.41795382,,,,,,
COCOA,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.75598517,28.37585397",-80.75598517,28.37585397,,,,,,
COCOA,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.73907234,28.35111271",-80.73907234,28.35111271,,,,,,
COCOA,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.74787466,28.36845005",-80.74787466,28.36845005,,,,,,
COCOA,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.76906371,28.38310111",-80.76906371,28.38310111,,,,,,
COCOA,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.82739998,28.47670001",-80.82739998,28.47670001,,,,,,
COCOA,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.80020002,28.46630000",-80.80020002,28.46630000,,,,,,
COCOA,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.78434082,28.44927946",-80.78434082,28.44927946,,,,,,
COCOA,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.76010002,28.43840001",-80.76010002,28.43840001,,,,,,
COCOA,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.82544944,28.47976907",-80.82544944,28.47976907,,,,,,
PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.63233609,27.94961498",-80.63233609,27.94961498,,,,,,
PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.71909998,28.02910000",-80.71909998,28.02910000,,,,,,
PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.61102443,28.03390450",-80.61102443,28.03390450,,,,,,
PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.69800002,27.98720002",-80.69800002,27.98720002,,,,,,
PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.66060000,27.98850001",-80.66060000,27.98850001,,,,,,
PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.62319999,27.96920001",-80.62319999,27.96920001,,,,,,
PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.62559876,27.90893705",-80.62559876,27.90893705,,,,,,
PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.61430001,28.03449998",-80.61430001,28.03449998,,,,,,
PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.74370948,28.00230463",-80.74370948,28.00230463,,,,,,
PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.67471118,27.94379701",-80.67471118,27.94379701,,,,,,
PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.63843876,27.96767585",-80.63843876,27.96767585,,,,,,
PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.64364475,28.02936683",-80.64364475,28.02936683,,,,,,
PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.65879999,28.02560001",-80.65879999,28.02560001,,,,,,
PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.65786481,27.95395158",-80.65786481,27.95395158,,,,,,
PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.66050000,27.99039999",-80.66050000,27.99039999,,,,,,
PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.61610000,28.03416258",-80.61610000,28.03416258,,,,,,
PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.67516597,27.95104839",-80.67516597,27.95104839,,,,,,
PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.61979999,28.00390002",-80.61979999,28.00390002,,,,,,
PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.62296887,27.99772507",-80.62296887,27.99772507,,,,,,
PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.59109999,28.02860000",-80.59109999,28.02860000,,,,,,
PALM BAY,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.67429999,28.00930000",-80.67429999,28.00930000,,,,,,
SATELLITE BEACH,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.60242641,28.18617278",-80.60242641,28.18617278,,,,,,
SATELLITE BEACH,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.59242877,28.14969983",-80.59242877,28.14969983,,,,,,
SATELLITE BEACH,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.59695574,28.18391243",-80.59695574,28.18391243,,,,,,
SATELLITE BEACH,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.60231582,28.17166940",-80.60231582,28.17166940,,,,,,
SATELLITE BEACH,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.60420001,28.20289999",-80.60420001,28.20289999,,,,,,
SATELLITE BEACH,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.59672745,28.18571994",-80.59672745,28.18571994,,,,,,
MERRITT ISLAND,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.70280002,28.36169999",-80.70280002,28.36169999,,,,,,
MERRITT ISLAND,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.67089998,28.39860001",-80.67089998,28.39860001,,,,,,
MERRITT ISLAND,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.69489998,28.34160002",-80.69489998,28.34160002,,,,,,
MERRITT ISLAND,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.68680001,28.33479999",-80.68680001,28.33479999,,,,,,
MERRITT ISLAND,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.69930000,28.39439998",-80.69930000,28.39439998,,,,,,
MERRITT ISLAND,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.69959045,28.37705922",-80.69959045,28.37705922,,,,,,
MERRITT ISLAND,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.69650000,28.36180001",-80.69650000,28.36180001,,,,,,
MERRITT ISLAND,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.66940000,28.37790000",-80.66940000,28.37790000,,,,,,
COCOA BEACH,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.63058076,28.31772893",-80.63058076,28.31772893,,,,,,
COCOA BEACH,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.62303951,28.36010552",-80.62303951,28.36010552,,,,,,
COCOA BEACH,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.62726570,28.31756882",-80.62726570,28.31756882,,,,,,
COCOA BEACH,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.61279998,28.31059998",-80.61279998,28.31059998,,,,,,
MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.73671313,28.24865322",-80.73671313,28.24865322,,,,,,
MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.60360000,28.06289999",-80.60360000,28.06289999,,,,,,
MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.64159998,28.12110000",-80.64159998,28.12110000,,,,,,
MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.66405579,28.11711534",-80.66405579,28.11711534,,,,,,
MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.62959999,28.06370001",-80.62959999,28.06370001,,,,,,
MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.61801136,28.04873360",-80.61801136,28.04873360,,,,,,
MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.62361096,28.08725761",-80.62361096,28.08725761,,,,,,
MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.67085604,28.14263250",-80.67085604,28.14263250,,,,,,
MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.66363798,28.06214525",-80.66363798,28.06214525,,,,,,
MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.67024815,28.07386260",-80.67024815,28.07386260,,,,,,
MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.66430005,28.17088890",-80.66430005,28.17088890,,,,,,
MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.65399999,28.14250000",-80.65399999,28.14250000,,,,,,
MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.65419999,28.12990001",-80.65419999,28.12990001,,,,,,
MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.61994064,28.09023338",-80.61994064,28.09023338,,,,,,
MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.66901010,28.06201809",-80.66901010,28.06201809,,,,,,
MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.67369999,28.17850002",-80.67369999,28.17850002,,,,,,
MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.71370001,28.23169999",-80.71370001,28.23169999,,,,,,
MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.64760738,28.13046757",-80.64760738,28.13046757,,,,,,
MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.64542972,28.14116808",-80.64542972,28.14116808,,,,,,
MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.67214486,28.08596499",-80.67214486,28.08596499,,,,,,
MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.71239999,28.12129999",-80.71239999,28.12129999,,,,,,
MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.72391353,28.22136343",-80.72391353,28.22136343,,,,,,
MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.67099998,28.13060001",-80.67099998,28.13060001,,,,,,
MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.62681232,28.10780030",-80.62681232,28.10780030,,,,,,
MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.67950000,28.21430002",-80.67950000,28.21430002,,,,,,
MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.73591380,28.25234965",-80.73591380,28.25234965,,,,,,
MIMS,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.84695618,28.66816861",-80.84695618,28.66816861,,,,,,
MIMS,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.85800001,28.70209999",-80.85800001,28.70209999,,,,,,
MELBOURNE BEACH,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.55529998,28.05430000",-80.55529998,28.05430000,,,,,,
SCOTTSMOOR,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.86921507,28.77064042",-80.86921507,28.77064042,,,,,,
VIERA,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.74514223,28.25783895",-80.74514223,28.25783895,,,,,,
INDIALANTIC,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.57459998,28.10190000",-80.57459998,28.10190000,,,,,,
INDIALANTIC,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.57342843,28.10047515",-80.57342843,28.10047515,,,,,,
WEST MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.66737877,28.06186407",-80.66737877,28.06186407,,,,,,
WEST MELBOURNE,BREVARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.65137850,28.04172974",-80.65137850,28.04172974,,,,,,
PLANTATION,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.24150937,26.14639995",-80.24150937,26.14639995,,,,,,
PLANTATION,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.20210669,26.11390454",-80.20210669,26.11390454,,,,,,
PLANTATION,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.25620376,26.10453627",-80.25620376,26.10453627,,,,,,
DANIA,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.15072416,26.05625775",-80.15072416,26.05625775,,,,,,
DANIA,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.14221621,26.04671215",-80.14221621,26.04671215,,,,,,
DANIA,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.13782881,26.03634909",-80.13782881,26.03634909,,,,,,
