CITY,COUNTY,FACILITY_TYPE,TTL_BEDS,hos_Longitude,hos_Latitude,hf_Longitude,hf_Latitude
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,9.0,,,-80.42588200,25.66483800
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,9.0,,,-80.38220100,25.71115200
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,9.0,,,-80.36455200,25.73945000
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,9.0,,,-80.40283200,25.78050800
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,9.0,,,-80.34895200,25.72401200
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,9.0,,,-80.23464200,25.80650800
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,9.0,,,-80.37376100,25.72856300
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,9.0,,,-80.24064819,25.78947420
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,9.0,,,-80.21096300,25.86825800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,12.0,,,-80.28564100,25.83109100
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,12.0,,,-80.28283300,25.84559800
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,16.0,,,-80.27846100,25.77609900
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,16.0,,,-80.26506200,25.76291800
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,16.0,,,-80.25019300,25.76574800
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,16.0,,,-80.21562700,25.78158000
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,16.0,,,-80.21635100,25.78073100
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,16.0,,,-80.22630200,25.76236800
OPA LOCKA,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.25635200,25.90865100
OPA LOCKA,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.26467200,25.93660800
OPA LOCKA,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.27992200,25.95051800
OPA LOCKA,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.27362200,25.94648900
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.23307300,25.79408900
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.22869100,25.77789300
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.24992300,25.77277000
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.24184100,25.77025300
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.26742767,25.77559604
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.22960100,25.75283300
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.23834200,25.77761000
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.24795200,25.74916800
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.19818300,25.80147800
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.24761050,25.73943741
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.19934200,25.80748900
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.21414100,25.80929200
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.26983200,25.77798800
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.23707500,25.77864900
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.26925900,25.77202600
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.24226000,25.74739300
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.23729200,25.78845200
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.37932900,25.76642400
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.22428400,25.76918900
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.25440100,25.76690300
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.23819200,25.77433000
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.22402100,25.77899300
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.17250100,25.87905400
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.22362946,25.77512902
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.26206200,25.77193100
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.22153200,25.80105000
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.38209000,25.61099300
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.21995200,25.75001000
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.25300800,25.75724400
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.22815200,25.76906800
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.22010000,25.76655300
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.31752100,25.76934100
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.20963902,25.77535471
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.25068100,25.74305300
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.21623100,25.76221200
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.23845700,25.79273500
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.31035200,25.77152500
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.20389100,25.78153300
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.24096200,25.75076800
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.21415100,25.75019300
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.22044086,25.80853842
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.24155100,25.73986300
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.25019300,25.77859900
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.27294200,25.77640900
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.23424000,25.87225200
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.21778300,25.74804100
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.23879600,25.74422600
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.26321100,25.83800900
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.35746100,25.88504200
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.35330100,25.88974200
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.27844200,25.83640800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.33942200,25.88791800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.29785200,25.86119000
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.31265200,25.89025900
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.33439200,25.88461900
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.26697200,25.86977000
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.28346200,25.87990100
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.32791200,25.92319300
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.28842100,25.87321300
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.29703200,25.88836300
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.30881100,25.88118800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.31202100,25.88419200
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.34533200,25.89087200
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.32020200,25.89672000
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.31278100,25.87559100
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.29853100,25.85781100
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.29380100,25.86083100
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.32789100,25.95647300
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.31625200,25.88249800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.27405300,25.85794900
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.32471100,25.87687200
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.31298200,25.87872000
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.30554100,25.84886300
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.32746300,25.93620400
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.31579200,25.90712000
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.29295100,25.88046300
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.29474200,25.86397900
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.32093190,25.86037290
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.29527200,25.85165800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.27488100,25.87579100
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.26379200,25.86847900
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.26384100,25.82686300
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.34578200,25.94135800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.26963200,25.86734800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.30486200,25.88559800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.28583100,25.87632300
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.29143200,25.87345800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.26587100,25.86092100
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.30049200,25.87343800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.31566100,25.88627200
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.28161200,25.87332800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.29924100,25.87852200
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.34123200,25.90616100
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.30813200,25.89612900
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.26260200,25.85809000
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.30844100,25.89370300
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.27375200,25.85424800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.34921100,25.92625100
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.30646900,25.94917600
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.26150200,25.85944900
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.30213200,25.84978400
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.28529300,25.83800800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.31108100,25.87196200
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.30626100,25.87091800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.34645200,25.92999800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.29763750,25.84639990
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.33356000,25.94061800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.29327100,25.85864300
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.29050100,25.83295800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.32205674,25.94554761
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.26506200,25.81969900
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.32881200,25.93272800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.34969200,25.88606800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.30296000,25.86172600
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.28831375,25.86540821
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.27755100,25.87157300
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.34731100,25.89406800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.27274200,25.83112800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.27884200,25.83276800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.31034200,25.85806800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.34196786,25.88505100
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.26957686,25.87436032
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.29345200,25.88273400
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.33719400,25.95075800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.26715200,25.86365800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.31165200,25.88350000
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.26900200,25.85072800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.29439100,25.89394200
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.27084000,25.86350400
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.32950200,25.94181900
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.31621200,25.89717000
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.26612700,25.83872300
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.34326200,25.88150400
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.35894200,25.88907000
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.28152200,25.86511800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,48.0,,,-80.27998200,25.82818800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,48.0,,,-80.28149000,25.82674300
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,12.0,,,-80.22451300,25.83241800
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,12.0,,,-80.22358100,25.75283200
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,12.0,,,-80.24826200,25.74556700
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,12.0,,,-80.21433000,25.76466600
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,12.0,,,-80.37326235,25.76432767
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,12.0,,,-80.23080100,25.74372500
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,12.0,,,-80.24814200,25.74556700
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,12.0,,,-80.28364000,25.77550300
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,12.0,,,-80.37718900,25.76223400
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,12.0,,,-80.29893100,25.73273300
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,12.0,,,-80.22467929,25.76221333
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,12.0,,,-80.22604500,25.78858300
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,12.0,,,-80.32544200,25.76897000
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,,,,-80.42341601,25.49448112
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,,,,-80.47174310,25.50382558
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,,,,-80.46737797,25.48512129
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,,,,-80.43013120,25.50293675
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,,,,-80.40913022,25.49864888
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,,,,-80.45854897,25.49319217
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,,,,-80.40922109,25.50379585
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,,,,-80.45457672,25.53665338
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,,,,-80.45721605,25.49023052
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,,,,-80.42303703,25.47350755
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,40.0,,,-80.28357200,25.84920800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,40.0,,,-80.28528000,25.82979300
NORTH MIAMI BEACH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.16458200,25.94330800
NORTH MIAMI BEACH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.16129200,25.92258900
NORTH MIAMI BEACH,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.19545200,25.93653000
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.44597941,25.48559751
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.38858200,25.51831700
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.47292382,25.48473539
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.38958200,25.52786100
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.45337200,25.49930900
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.43346200,25.49141800
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.43175200,25.48697000
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.38972100,25.52150100
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.42836499,25.49974437
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.43074190,25.49892284
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.40770100,25.50449800
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.49985200,25.46970800
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.42697200,25.48750100
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.43553725,25.48861139
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.45690336,25.46464406
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.36407200,25.54253400
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.48724830,25.47867224
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.49778200,25.48103900
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.42813200,25.49216300
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.39292800,25.51933100
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.45581130,25.45912189
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.40544231,25.50872934
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.44512100,25.49201300
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.42343996,25.49986438
North Miami,MIAMI-DADE,ASSISTED LIVING FACILITY,10.0,,,-80.18580644,25.89615803
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,310.0,,,-80.37619200,25.69017900
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,19.0,,,-80.28496100,25.83341300
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,19.0,,,-80.28297200,25.84558800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,19.0,,,-80.28535800,25.83338100
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,19.0,,,-80.28479100,25.82887300
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,19.0,,,-80.30307200,25.84256800
NORTH MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,50.0,,,-80.16750300,25.90926800
Miami,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.32912894,25.75614798
Miami,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.43284904,25.69084170
Miami,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.42829125,25.60608669
Miami,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.25142307,25.73736199
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,20.0,,,-80.26907100,25.84119400
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,20.0,,,-80.27330300,25.85056800
Miami,MIAMI-DADE,ASSISTED LIVING FACILITY,0.0,,,-80.38376246,25.69331108
Miami,MIAMI-DADE,ASSISTED LIVING FACILITY,0.0,,,-80.45224987,25.63582243
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,26.0,,,-80.27341200,25.84574800
Homestead,MIAMI-DADE,ASSISTED LIVING FACILITY,,,,-80.44921689,25.45933857
CUTLER RIDGE,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.39283409,25.55206722
CUTLER RIDGE,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.33465248,25.58525573
CUTLER RIDGE,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.33612187,25.56484521
MIAMI GARDENS,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.27339800,25.93949300
MIAMI GARDENS,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.26667200,25.91662900
MIAMI GARDENS,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.27715800,25.93459100
MIAMI GARDENS,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.26102000,25.96699300
MIAMI GARDENS,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.24893300,25.93282800
MIAMI GARDENS,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.25520200,25.91391200
MIAMI GARDENS,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.26612300,25.93142800
MIAMI GARDENS,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.27508200,25.92349800
MIAMI GARDENS,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.25677300,25.96355900
MIAMI GARDENS,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.26168900,25.93019300
MIAMI GARDENS,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.23667862,25.94453786
MIAMI GARDENS,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.21730200,25.93470800
MIAMI GARDENS,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.27726700,25.93785600
MIAMI GARDENS,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.22446900,25.92743000
MIAMI GARDENS,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.28084420,25.94667494
MIAMI GARDENS,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.26003900,25.95581300
MIAMI GARDENS,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.23676000,25.93111100
MIAMI GARDENS,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.24262200,25.91396700
MIAMI GARDENS,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.26491100,25.92392300
MIAMI GARDENS,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.22665000,25.93356300
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,67.0,,,-80.27651100,25.82641300
PRINCETON,MIAMI-DADE,ASSISTED LIVING FACILITY,120.0,,,-80.40676700,25.54088200
CORAL GABLES,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.28747200,25.75872800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,61.0,,,-80.28160300,25.83123600
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,13.0,,,-80.41989300,25.66340800
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,13.0,,,-80.25341200,25.74541800
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,13.0,,,-80.22652200,25.76226000
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,13.0,,,-80.22521300,25.80434800
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,13.0,,,-80.20953300,25.76499800
CUTLER BAY,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.35513700,25.57497800
CUTLER BAY,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.34171115,25.57063797
CUTLER BAY,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.34903422,25.56952440
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,51.0,,,-80.14558651,25.94572431
HIALEAH GARDENS,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.34083200,25.87340800
HIALEAH GARDENS,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.34687100,25.87972700
